20150626	129535.920000	3950.000000
20150423	2088.000000	0.000000
20150610	102000.000000	0.000000
20150604	2213000.600000	0.000000
20150605	1632417.000000	0.000000
20150828	568000.000000	3000.000000
20150830	16000.000000	0.000000
20150416	195000.000000	0.000000
20150609	312603.700000	310.000000
20150703	10058700.000000	0.000000
20150728	3290000.000000	1088.000000
20150731	2475985.000000	80544.000000
20150302	1664.000000	0.000000
20150727	6284000.000000	1088.000000
20150724	3930600.000000	1088.000000
20150601	7320.000000	0.000000
20151116	1280000.000000	0.000000
20150622	20107778.170000	9500.000000
20150706	6985216.000000	0.000000
20150619	3337958.000000	0.000000
20150526	4676198.210000	0.000000
20151020	450000.000000	0.000000
20150713	5417000.000000	16323.000000
20150624	11570906.250000	50.000000
20150701	1179000.000000	0.000000
20150721	3188000.000000	1088.000000
20150623	11867189.390000	5700.000000
20150716	283700.000000	0.000000
20150807	500.000000	0.000000
20150521	7126.880000	0.000000
20150717	815000.000000	0.000000
20150720	961700.000000	0.000000
20150519	7888008.000000	0.000000
20150820	4000.000000	0.000000
20150707	9124714.200000	400.000000
20150803	1846000.000000	544.000000
20150708	151510.000000	0.000000
20150723	3564000.000000	1088.000000
20150512	1066691.370000	0.000000
20150612	660000.000000	0.000000
20150630	1492357.600000	0.000000
20150805	11500.000000	0.000000
20150522	231496.640000	0.000000
20151027	64000.000000	0.000000
20150914	69550.000000	0.000000
20150714	1668602.800000	0.000000
20150413	1648194.000000	0.000000
20150417	22966.600000	0.000000
20150729	3068000.000000	1088.000000
20150722	3650000.000000	7088.000000
20150709	1653000.000000	0.000000
20150602	1624405.550000	0.000000
0	2341000.000000	0.000000
20150629	3510840.000000	2400.000000
20150819	59500.000000	0.000000
20150710	8591362.000000	1147.000000
20150715	1417800.000000	0.000000
20150507	3586178.000000	0.000000
20150520	205260.060000	0.000000
20150608	14630855.900000	1400.000000
